agentX,agentY,eDist
1,3,2.828428889344879
2,3,2.828415069558794
1,3,2.8284238442381366
2,3,2.8284514563579974
3,3,2.8284500738949605
3,4,4.242663886498766
3,3,2.828457570901548
2,3,2.8284235254798373
3,3,2.828456233175405
3,2,3.162282490306137
3,1,2.000002236451571
2,1,2.0000507886406624
2,2,3.162303209209017
2,1,1.9999910882347238
3,1,1.999994031286578
4,1,1.999991954201568
4,2,1.4142209545961086
5,2,1.4142039497298518
0,2,1.414170904165617
1,2,1.4142287464597232
1,3,2.8284364847599544
2,3,2.8284813047851376
2,2,3.162274122231093
3,2,3.1622878011184192
3,1,2.0000151608499634
4,1,1.9999760112006106
4,0,1.4141759400801164
4,5,2.82843077160074
4,0,1.4142770301835743
5,0,1.4142802464434472
0,0,1.4142504528372202
0,5,1.9999932771274305
0,4,3.1622853359453473
0,3,2.0000266946151544
0,4,3.1622801312209634
0,5,2.0000309545820567
5,5,1.9999735084380812
5,0,1.4142183300660003
5,5,1.9999772665457742
5,0,1.4142185322655927
0,0,1.4142030494691988
5,0,1.414201864586446
4,0,1.4142167343450223
4,1,2.0000426497345765
5,1,1.9274890621546197e-05
5,0,1.4142386368957804
5,5,2.000000200742788
5,4,3.1622872659360253
4,4,3.162284281602032
4,5,2.8284197948212015
4,0,1.4142433730350406
5,0,1.4142055745455548
5,5,1.9999996175449741
0,5,2.000019858832987
0,4,3.162293468730189
0,5,2.0000218363181443
5,5,1.99997457884029
5,4,3.1622962421706453
5,5,1.9999885547220158
0,5,2.0000549023592953
0,0,1.4141832337631808
1,0,1.414220148023201
2,0,3.1622687920086583
2,1,2.000014779078015
1,1,2.0000018555284993
1,0,1.4142173567489347
1,5,2.828423168800385
1,4,3.162260566712594
2,4,4.242623333929317
1,4,3.162286028473156
2,4,4.242670445007928
1,4,3.1622705038313326
0,4,3.1623002284634167
1,4,3.162259115196392
1,5,2.828413060007169
0,5,2.0000048841414158
5,5,1.9999920655010028
5,4,3.162276989227833
5,3,1.999994439325658
5,2,1.4142288762816173
5,3,1.9999813156832489
4,3,2.8284058759234525
3,3,2.8284015721645774
4,3,2.8284082383456717
4,4,3.1623030663992733
4,3,2.82842774230125
4,2,1.4141868190720774
4,1,1.9999917701809526
5,1,-1.9524630436418213e-05
5,2,1.4142120593216867
4,2,1.414240047133537
4,1,1.9999946481615645
5,1,1.651118362934052e-05
0,1,-5.173791809430292e-06
1,1,2.0000242263701478
1,0,1.4141767176896145
1,5,2.828424407211145
1,0,1.414226249954971
1,5,2.8284489997101496
1,4,3.162249987725255
1,5,2.8284011623965646
0,5,2.0000169572743625
0,0,1.4142310833968035
0,5,2.000043124399867
1,5,2.82850428353966
1,0,1.4142750738509637
2,0,3.1622804574124945
3,0,3.162291910947187
4,0,1.414216221618704
3,0,3.1622760021978795
4,0,1.4142486658564086
4,1,1.9999920886873028
5,1,4.486057059095546e-06
4,1,1.9999358008923604
4,2,1.414219070242614
4,1,2.0000480183662264
3,1,1.999955569783526
2,1,1.99994828464822
3,1,1.9999896467935256
3,0,3.1622837037048837
3,1,2.000013755193916
4,1,2.000007863163845
3,1,1.9999679717211694
2,1,2.000015820522994
1,1,2.0000173211834564
1,2,1.414229388272703
0,2,1.4142243272950452
0,1,-1.685721103417951e-05
5,1,6.574049121456706e-06
0,1,2.8960028417520985e-05
0,0,1.414189031024462
5,0,1.4142406678243258
0,0,1.4141951727885418
0,5,2.0000057526224286
1,5,2.828407044430057
0,5,1.9999737580293695
5,5,1.9999646961229864
4,5,2.828456076827248
3,5,2.8284234843294938
2,5,2.8284070571318356
2,0,3.1622803813942495
2,5,2.8284311610234667
2,4,4.242624976690518
1,4,3.1623123547920433
1,5,2.8284052887928914
1,4,3.162288957306634
1,5,2.82845824891361
1,4,3.162273606511925
0,4,3.162275482043147
5,4,3.162300364201729
4,4,3.162310224321095
5,4,3.1622761421730385
4,4,3.162272211132204
3,4,4.242644382974395
2,4,4.242611706200727
2,5,2.8284006704161833
1,5,2.828405679900743
2,5,2.8284380338267847
1,5,2.8284081852251384
2,5,2.8283817523469454
2,4,4.242652487641811
3,4,4.2426633107431035
3,5,2.828424943266939
2,5,2.8284259614238474
2,4,4.242635395445678
2,3,2.8284341848498595
1,3,2.8284433267035385
1,4,3.162236331093904
1,3,2.8284403826104922
1,4,3.1622466986201587
2,4,4.242671572110516
2,3,2.828383421670125
2,2,3.1622574159439645
2,3,2.828445225803449
1,3,2.828435613111156
2,3,2.828428453632237
2,4,4.242642072138522
1,4,3.162254428129445
2,4,4.242649299384787
2,3,2.828403309061093
1,3,2.828428262189415
2,3,2.8284106547687577
3,3,2.8283964927097283
4,3,2.8284155658208503
3,3,2.8283890066354536
4,3,2.828386945893855
4,4,3.162263114030265
4,3,2.8284574919875887
5,3,2.0000317464248494
5,2,1.4142273159254182
5,1,-1.4603325604496748e-05
5,2,1.414216250029324
4,2,1.414215694325541
5,2,1.414224407519759
4,2,1.4142008429767223
4,3,2.828419554690139
3,3,2.828427451203557
3,2,3.1622734684093303
2,2,3.1622831907894615
1,2,1.4141944580554187
2,2,3.1622784063214966
2,1,1.9999709471865217
1,1,2.000012557753569
0,1,1.9054104870186097e-05
0,0,1.4142073318709854
1,0,1.4142027745526387
0,0,1.414238327621358
5,0,1.414187850895887
4,0,1.414211975046774
4,1,1.9999936342937277
3,1,1.9999917977598158
3,0,3.162279022682544
3,5,2.828401774826307
3,0,3.1622794915932655
3,5,2.8283942125868977
2,5,2.828430520696573
2,4,4.242632962721175
2,3,2.8284540237516294
1,3,2.828405499574766
2,3,2.8284258631702563
1,3,2.8284422522839487
1,2,1.4142300481571253
1,3,2.828445459685221
2,3,2.828449519068224
2,2,3.162297127642598
2,3,2.8284142751236554
2,2,3.1622853948411835
2,1,2.0000134499288507
1,1,1.9999952849806026
2,1,1.9999964443414966
3,1,2.000011355071082
2,1,2.000001471051018
3,1,2.0000250446312524
2,1,1.9999823054279753
1,1,1.9999882006513188
1,2,1.4142308057514652
1,3,2.828413935064941
1,4,3.1622694788525174
1,3,2.828411793286677
1,4,3.162294503618186
0,4,3.1622619322677714
0,3,2.0000273621043827
0,4,3.162269532594581
5,4,3.162291342558166
0,4,3.162289308253673
5,4,3.1622774910186555
5,5,2.000010698551875
5,0,1.4141805618691987
5,1,-8.978984429044947e-07
4,1,2.0000129069288617
4,2,1.4142156765920992
3,2,3.1622576332326986
3,3,2.828438575881222
4,3,2.828399750422169
4,2,1.4141949051542524
4,3,2.828429733164535
3,3,2.8284623211681974
3,2,3.16229948678653
3,1,2.0000424949079902
3,0,3.1622824750140714
2,0,3.1622755108860847
1,0,1.414199012956403
1,5,2.8284180567522217
1,4,3.162289842160208
1,5,2.828448940638737
2,5,2.8283901979138992
1,5,2.828391171994627
1,4,3.1622644290295097
1,5,2.8284244827454224
1,4,3.1622700854424104
2,4,4.242634975243698
1,4,3.162265681715864
2,4,4.242607059382974
3,4,4.2426223627205015
2,4,4.242664635466241
1,4,3.1622532100624317
1,3,2.828439427789898
1,2,1.4142316636819032
1,1,2.000014090708556
1,0,1.4141921276617433
1,1,2.0000248037963644
0,1,2.0685803563237486e-06
0,2,1.4141707253408071
5,2,1.4141998893702614
4,2,1.4141958438681048
4,3,2.8284172083794874
3,3,2.8284342376339686
3,4,4.242667249761547
3,5,2.8284494601111265
2,5,2.828426850969086
2,4,4.242634629038317
1,4,3.1623076523796136
1,3,2.828421000618303
1,2,1.4142044210663138
0,2,1.4141930983962707
5,2,1.41422433169332
5,3,2.00001363929768
4,3,2.8284123649720487
5,3,1.9999957826529204
5,2,1.4142000240697785
5,3,2.000002702355525
5,2,1.4142102773124123
5,3,2.0000206530750932
4,3,2.8284113882557453
3,3,2.8284666313096154
4,3,2.828402717006357
4,2,1.414205418341656
3,2,3.162267093501346
3,1,2.000014000905446
2,1,2.000001491196214
1,1,2.0000254406985576
2,1,2.000002468134188
1,1,1.999997105604691
1,0,1.4142148303716375
2,0,3.1622241730694087
2,1,2.0000128871872485
3,1,1.9999951037536154
2,1,1.9999860729851617
3,1,2.000011690414862
2,1,1.9999950370036867
2,2,3.162274191046507
1,2,1.414214200846413
0,2,1.4141990428668467
0,1,2.455410986481417e-05
0,0,1.4142188996695113
1,0,1.4141930009594452
2,0,3.162266268695436
1,0,1.4142105965139473
1,1,2.000005735018945
0,1,5.719458850364734e-06
1,1,2.0000015942001816
1,2,1.4142233470483918
2,2,3.1622669157853625
2,3,2.8284097256130996
2,2,3.1622730594522483
2,1,2.000037694121089
2,2,3.162282919133748
1,2,1.4142216609545466
2,2,3.1622637095565564
2,1,2.0000030075621
2,2,3.162307242508002
1,2,1.4142230813003005
1,3,2.828423678968895
1,2,1.4141766417811648
2,2,3.162291954084925
1,2,1.4142180339233892
1,1,2.0000333607025595
1,0,1.414227316722922
1,1,2.000019384266797
2,1,2.000016933744755
2,2,3.162266878795548
2,3,2.8284157257102653
1,3,2.8284375709653617
0,3,2.0000168762009256
5,3,1.9999872391852997
5,2,1.4141994675886902
5,1,7.798859942067232e-06
5,2,1.4142090031849783
5,3,1.9999913849171018
5,2,1.4142634504854548
5,1,-7.304679639629289e-06
4,1,1.9999929975998407
5,1,9.26551146216939e-07
5,2,1.41421245535175
5,3,1.9999959082044307
4,3,2.828409054331674
4,2,1.4142210678765117
4,1,2.000000841906373
4,0,1.414196020779001
3,0,3.1622706725575993
3,5,2.8284357111319225
3,4,4.24266766287665
4,4,3.16227104729095
4,5,2.828436169411637
3,5,2.8284038894155112
4,5,2.8284305114080466
4,4,3.162264422342862
4,5,2.8284199546574436
3,5,2.828422084052336
3,0,3.1623110237572045
3,1,2.0000033648277147
3,0,3.162275719773171
4,0,1.4142047802787103
5,0,1.4142261621254317
5,1,9.015259711115988e-06
5,0,1.414196772818607
0,0,1.4142441683937124
1,0,1.4142502170416977
1,5,2.828441284633783
1,4,3.1623036923728702
1,5,2.828445688993291
0,5,2.0000406664663415
0,0,1.4142272740149697
1,0,1.414209160911175
2,0,3.1622308416580514
1,0,1.4142051654515042
1,1,1.9999852547567685
1,2,1.4142134304090255
2,2,3.162303605179112
1,2,1.414209104242614
2,2,3.162261447652135
3,2,3.1622797367156217
2,2,3.1623038592148545
2,3,2.82841339682888
3,3,2.8284187084139956
2,3,2.8283752637584336
3,3,2.8284155692918485
3,4,4.242635822896985
3,5,2.82845756780339
3,4,4.242680700559767
3,3,2.828408735762495
4,3,2.8284489278040432
4,2,1.4142300366252576
5,2,1.4142526634819728
0,2,1.41421344389165
0,3,1.9999851900598749
5,3,1.999991353599949
5,4,3.1622337063298462
5,3,2.0000094824965555
5,2,1.4142269302774733
5,1,1.907173303398928e-05
0,1,-4.41020692915099e-05
0,2,1.4142009472612822
0,1,3.711091080740325e-05
5,1,1.5096441863557578e-05
0,1,3.562449156324549e-05
0,2,1.414223510930551
5,2,1.4142086776827185
5,1,-1.3545673723701258e-05
5,0,1.414200130216635
5,1,1.8725071450932066e-05
4,1,1.9999886763523251
5,1,2.7940622288615525e-05
0,1,-1.7238439485877236e-05
0,0,1.4142584355621097
1,0,1.4142039024411175
2,0,3.1623080402346573
2,5,2.8284381747145675
1,5,2.8284423206643265
0,5,1.9999958275653629
0,0,1.414223718916616
5,0,1.414221885292611
4,0,1.414191665003304
5,0,1.4142066152878214
0,0,1.4142410289013347
5,0,1.4141949870578783
5,5,1.9999619926061707
0,5,1.999979521271615
0,4,3.1622800348068947
0,3,1.9999538935515315
0,2,1.4142407019488485
0,3,2.0000096937255596
5,3,2.000041519011608
5,2,1.4142268999770824
5,1,-2.221269344064397e-05
5,0,1.4142225712854506
5,1,-7.533486844269837e-06
5,2,1.4142049146457714
5,1,-5.821731803804806e-06
5,2,1.414224811498188
5,3,2.0000029376890054
5,2,1.4142237533605475
4,2,1.41419002387527
5,2,1.4142097718174493
5,3,2.000006173505229
5,2,1.4142226975091061
0,2,1.4142272243267586
1,2,1.4142206860477924
1,3,2.82843688104149
2,3,2.8284046849614355
3,3,2.8284245412804037
3,4,4.242657304171305
3,5,2.828429678982401
3,4,4.242624103468017
3,5,2.8284578158060487
3,0,3.1622569153377986
4,0,1.414224978706531
5,0,1.4142317921176508
0,0,1.4142059955356043
1,0,1.4141940057496623
1,5,2.828413720261666
0,5,1.9999929111964245
1,5,2.828403030295597
1,0,1.4142356409950647
1,5,2.828413095123245
2,5,2.8284374604732
1,5,2.8284339990868426
1,0,1.4142485128148228
0,0,1.41420172510855
1,0,1.4142266657836617
0,0,1.4142091302041435
0,5,1.9999844646207752
0,0,1.414222169530966
1,0,1.4142147945268204
1,1,2.0000111161294445
2,1,1.9999940056829733
1,1,2.00004595771158
1,0,1.414239087332015
1,1,1.9999968386304334
0,1,-1.0965626892737276e-05
5,1,2.0830371561278227e-06
0,1,-2.2654583563670904e-05
0,2,1.4142064065562074
1,2,1.414222347394569
2,2,3.1622413481769955
3,2,3.162292439188329
4,2,1.4142202441999363
4,3,2.8284043922279363
4,2,1.414199791555142
4,1,1.9999855388042493
4,2,1.4142304806425035
4,1,2.000006470251328
5,1,1.698640538081419e-05
5,0,1.4141992184305268
5,5,2.000006625703758
4,5,2.828454982190343
3,5,2.8284393068603992
4,5,2.828452363891251
3,5,2.8284313102720797
3,4,4.242642064471706
2,4,4.242659099576557
2,5,2.828444497751425
1,5,2.8284324395486586
2,5,2.828437338632168
1,5,2.828409622758482
1,0,1.4141859216785746
2,0,3.162262410353192
1,0,1.4142263577844436
1,5,2.8284249890726114
1,0,1.4141961363201547
1,5,2.8283817870470744
1,0,1.4142327480363786
2,0,3.1622602457841884
2,5,2.8284560371140723
2,0,3.1622724039077035
1,0,1.4142775120321747
1,5,2.828415412622899
1,0,1.4142291052676292
0,0,1.4141981922508062
5,0,1.414187621818791
0,0,1.4142283137864458
0,5,2.0000150583685903
0,0,1.4142350037499714
0,5,2.0000017290048007
5,5,1.9999779902410755
5,0,1.4142262397893708
5,5,1.9999568081589907
0,5,2.0000054721500646
1,5,2.8283965490062957
0,5,1.999981487232158
1,5,2.82844194755655
1,4,3.1622576199000942
1,5,2.828437851635071
2,5,2.8283995402338675
3,5,2.8284587404680073
3,0,3.162263753375709
3,5,2.828415869628589
4,5,2.828417735012229
4,0,1.4142455386272996
4,5,2.828433210859782
4,0,1.4142413111743235
5,0,1.414230955502389
5,5,1.999985747399222
5,0,1.414188540722699
4,0,1.4141964744115865
4,1,2.000003568051985
4,2,1.414229421411047
3,2,3.1622469064719265
2,2,3.1623054544542577
3,2,3.1623013332869188
2,2,3.1622687830919882
1,2,1.4142262132690346
2,2,3.162277354696043
2,3,2.8283816759586333
1,3,2.8284039157343983
2,3,2.828433013187971
3,3,2.828421190151008
3,2,3.1622827470091206
3,1,1.9999904541220144
4,1,1.9999945666039667
4,0,1.4141973419272844
4,1,1.9999979052788401
3,1,1.9999935538250055
3,0,3.162245742540999
3,5,2.8284225616502585
2,5,2.828397649435838
1,5,2.828399390453138
1,0,1.4142301281910643
2,0,3.1622891565870046
2,1,1.9999955829703076
2,0,3.1622973875316776
2,5,2.828449875501832
2,4,4.2426669089376565
1,4,3.162273574258181
1,5,2.8284233794109004
1,0,1.4142218695303983
2,0,3.1622740537018896
2,1,1.9999752448537644
3,1,1.9999841298344154
4,1,2.0000249702612622
3,1,2.0000099581682416
3,0,3.1622308947006452
3,1,1.9999855794430956
3,0,3.16229012460186
2,0,3.1622895895516723
3,0,3.1622999991629395
2,0,3.162288797932435
2,1,1.9999469091713398
1,1,1.9999950142475273
0,1,-5.0674298013738845e-05
0,0,1.4142240023325068
0,1,1.1278986788677942e-05
0,2,1.4142123985759967
0,3,2.0000215560717463
0,4,3.162291242929653
5,4,3.16228751141342
4,4,3.1622854718535947
5,4,3.162305510689939
5,5,1.9999918910104948
5,0,1.4142597307213205
5,5,1.9999922470696054
5,0,1.4142071408587902
4,0,1.414241387500075
5,0,1.4142256937183089
5,5,1.999979171359709
0,5,1.9999803611896818
0,0,1.4142181966582723
0,1,-3.0577822781001177e-05
1,1,2.000017030338848
2,1,2.000031509092414
2,0,3.16229011648979
2,1,1.9999724653645978
2,2,3.162274289117955
1,2,1.4141924942173572
1,1,2.0000126449615343
2,1,2.000013000423789
1,1,1.999954973296617
2,1,1.9999898174956425
1,1,2.0000044409489783
1,0,1.4142316084437456
1,1,1.9999616265897073
0,1,2.4790693900926574e-05
1,1,1.9999864927721436
1,2,1.4141912154359118
1,1,2.0000160202640513
1,2,1.4142004390052667
1,1,1.9999944498256224
2,1,2.000010506417312
2,0,3.162255141376453
2,1,2.0000022707276126
1,1,2.0000054783941814
1,2,1.414209110039757
0,2,1.4142127626675487
5,2,1.4142153313770087
0,2,1.4142507925326777
1,2,1.4142150759669934
1,1,1.9999840810183427
1,2,1.4142096468438323
0,2,1.4142274632914011
0,3,2.0000514875483413
5,3,1.9999973477069237
0,3,2.000024918546544
0,4,3.1622353009946154
0,5,2.0000110920642755
1,5,2.828440282873123
1,0,1.4142473769162427
1,5,2.828385073294799
0,5,1.9999693096282405
0,0,1.4142057355183015
5,0,1.414237070814068
5,5,1.999958690799525
4,5,2.8284600837899845
4,0,1.414215958453874
4,1,2.0000080066989043
4,0,1.4141915242138392
4,5,2.8284639095384425
4,4,3.1623098867246853
4,5,2.828404667318013
3,5,2.8284418350289298
3,0,3.162255333571741
4,0,1.4142238294055087
4,5,2.828438316846113
4,4,3.16227808870538
5,4,3.1622724143616
4,4,3.1622921733142206
4,5,2.8284447630284384
4,0,1.414215830888487
4,5,2.8284117344265964
5,5,1.9999988240138
4,5,2.8284078821728653
3,5,2.828466555170423
3,4,4.242596796943224
2,4,4.242612234053176
1,4,3.162253242968014
2,4,4.242652531297056
1,4,3.1622835967522063
0,4,3.162308777944375
1,4,3.162292577540079
2,4,4.242669844950181
1,4,3.1622526132002458
2,4,4.242632312615607
3,4,4.242625684471925
2,4,4.24264576848605
2,3,2.828414130497052
2,4,4.242668026114144
1,4,3.1622443225583345
2,4,4.242662871114629
3,4,4.24262413966743
3,5,2.828468215399896
2,5,2.8284549464758673
3,5,2.828465543529671
3,4,4.242591259408439
3,5,2.8284296975619974
2,5,2.828427219542629
2,0,3.1622920705031885
1,0,1.414218726482243
1,5,2.8284160045135325
1,0,1.414254264632201
2,0,3.1622757837000552
3,0,3.162269917381191
3,1,1.9999881057369873
3,2,3.1622594383792397
4,2,1.4142352149006343
4,3,2.8284133278807277
5,3,2.0000020378270964
5,4,3.1622627184622876
5,5,1.9999872031746155
5,4,3.162291521047895
5,3,1.999970167034057
0,3,2.0000070069865066
5,3,2.0000026569261626
5,4,3.162290461473922
4,4,3.162310741555557
4,3,2.8284472791778494
3,3,2.8283898886991663
4,3,2.8284326716676884
4,4,3.162298078647984
4,3,2.828416877530924
5,3,1.9999991798508827
0,3,1.9999932004444885
1,3,2.8284171546864267
0,3,1.9999710173432332
5,3,2.00003285453582
4,3,2.828435645567596
4,2,1.4141958900951874
3,2,3.162298232328242
3,3,2.8284366092267974
2,3,2.8284252102244696
1,3,2.8283928139366483
1,4,3.1622914486985927
0,4,3.1622780752507382
0,5,1.9999879876143782
0,4,3.1622538060041325
1,4,3.1622957782974934
1,3,2.828446373488102
2,3,2.8284452587624322
1,3,2.828462330200556
2,3,2.8284474773161086
2,4,4.242649724627224
1,4,3.1622926947055263
1,3,2.8284600477592665
1,2,1.4141896750074656
1,3,2.8284574068356925
2,3,2.8284457123405504
2,4,4.242609041583565
2,3,2.8284373150380966
1,3,2.8284405361738116
1,2,1.4142155472336717
2,2,3.1623047749043285
2,1,2.000010766131621
3,1,1.9999753808749647
3,2,3.1622831673731717
3,1,2.0000118410311862
3,0,3.16230285775591
3,1,1.999981493120373
3,2,3.1622526118695014
2,2,3.162307520621094
2,1,2.000015709529057
2,2,3.162294783279516
2,3,2.8284260978879363
3,3,2.8284239353396616
3,2,3.1622641735446697
2,2,3.1622687372077234
2,3,2.8284185670995377
1,3,2.8284347482047694
1,4,3.1622963894472997
1,3,2.8283914740755023
1,4,3.1623065590656885
0,4,3.162289179857192
0,5,1.9999915758493654
1,5,2.828414676229273
2,5,2.82843262304611
3,5,2.828439410449153
3,4,4.242658389169584
2,4,4.242648216773724
1,4,3.162282751915058
1,3,2.828448725598875
0,3,2.0000306453049803
0,4,3.162265721580521
0,5,2.000024493281104
1,5,2.82842326913042
0,5,1.9999910323199903
1,5,2.828455850548665
0,5,2.0000194596539034
1,5,2.8284421550302223
2,5,2.828448275358838
2,4,4.242625937706624
2,5,2.8284495025513343
2,4,4.242636654858666
1,4,3.1622876775874893
2,4,4.242642631348164
1,4,3.162283150654283
2,4,4.242685517026858
2,5,2.8283854319635413
3,5,2.828460714913356
2,5,2.828479358187491
2,0,3.162281021712417
1,0,1.4141863214339445
0,0,1.414193358736241
5,0,1.4142401794348687
4,0,1.4142261167859276
4,1,1.9999942480416908
4,0,1.4142029615779343
4,1,2.000013279894175
4,0,1.4141850848950301
5,0,1.4142485784166516
5,1,-1.0612564634909006e-05
5,2,1.414182007214854
5,3,2.00001354059737
5,2,1.41421229648832
0,2,1.4142031253392413
1,2,1.4142625093015257
0,2,1.4142332716415318
0,3,2.0000070427480288
0,2,1.4142038253530818
1,2,1.4142141029170787
1,1,2.0000108080455163
1,2,1.4142090904085534
2,2,3.1622821277988695
1,2,1.4142190812110766
2,2,3.1622275489249976
2,3,2.82842034133026
2,4,4.242651777169593
1,4,3.162262422116903
1,3,2.8284451821000096
0,3,1.999991833695844
1,3,2.8284487128316558
1,2,1.4141968837860004
2,2,3.1622684889209443
2,3,2.82842881995148
3,3,2.828428513843402
2,3,2.828465619336631
2,2,3.162306738662402
3,2,3.162319384932056
2,2,3.1622756227369324
3,2,3.162266360769876
3,3,2.8284281528175472
3,4,4.242631484040125
3,3,2.8284474353710736
2,3,2.828410277148565
1,3,2.828448317139228
0,3,2.000011871727753
5,3,2.000009335250527
0,3,2.000005841484429
5,3,1.99996176323047
4,3,2.828438660064892
3,3,2.8284456098899584
3,4,4.2426385810815175
2,4,4.242605185796792
2,3,2.8284380043476567
2,2,3.1622849603804037
2,3,2.8284662676958954
2,4,4.242629441479811
2,5,2.8284142104652688
1,5,2.828410741169996
2,5,2.82843079282317
2,4,4.242609381746583
2,3,2.8284076812957846
1,3,2.828441300114336
0,3,2.000012653223106
5,3,2.0000409379137167
4,3,2.8284515843375972
4,2,1.4142256593802907
3,2,3.1622966184389667
3,3,2.8284278921466663
2,3,2.828448897300707
3,3,2.8284342535684326
4,3,2.8284242298950746
4,4,3.1623331866775555
4,5,2.828402723178712
3,5,2.828417514005046
2,5,2.8284242957503323
1,5,2.828451683090088
1,4,3.1622573619274785
2,4,4.24267106453754
1,4,3.1622872548591636
2,4,4.242627735325231
1,4,3.162312946306195
1,3,2.8284206480958907
0,3,2.000019034247998
5,3,1.99997779428008
0,3,2.000022909228673
1,3,2.8284602388309548
2,3,2.8284360849313113
3,3,2.828462343712009
3,2,3.16227219811171
3,3,2.828449164748137
4,3,2.828417432536549
3,3,2.828462271794149
